year,month,day,hour,PM2.5,CO,O3,TEMP,WSPM,PRES
2013,9,28,5,209.0,1400.0,1.0,12.0,0.0,1003.2
2013,9,28,6,192.0,1400.0,2.0,12.2,0.0,1003.4
2013,9,28,7,231.0,1400.0,3.0,13.5,0.4,1003.9
2013,9,28,8,236.0,1500.0,3.0,14.8,0.8,1004.1
2013,9,28,9,251.0,1700.0,4.0,16.4,0.9,1004.3
2013,9,28,10,284.0,1900.0,12.0,17.8,0.8,1003.9
2013,9,28,11,252.0,1700.0,31.0,18.9,0.8,1003.5
2013,9,28,12,255.0,1800.0,46.0,19.5,0.6,1003.0
2013,9,28,13,300.0,1900.0,36.0,19.9,1.0,1002.5
2013,9,28,14,311.0,2000.0,40.0,20.2,0.8,1002.4
2013,9,28,15,287.0,1900.0,62.0,19.8,0.6,1002.6
2013,9,28,16,283.0,1700.0,112.0,19.1,0.0,1002.8
2013,9,28,17,253.0,1500.0,120.0,17.6,0.5,1003.3
2013,9,28,18,253.0,1600.0,107.9568,16.3,0.0,1004.1
2013,9,28,19,282.0,1700.0,58.0482,15.5,0.0,1004.9
2013,9,28,20,310.0,1800.0,11.9952,15.0,0.1,1005.4
2013,9,28,21,308.0,1900.0,7.0686,14.5,0.0,1005.9
2013,9,28,22,305.0,2000.0,3.4272,14.3,0.0,1006.2
2013,9,28,23,279.0,2100.0,4.0,14.1,0.0,1006.1
2013,9,29,0,308.0,1800.0,6.0,13.9,0.0,1006.2
2013,9,29,1,308.0,1800.0,9.0,13.8,0.0,1006.4
2013,9,29,2,299.0,1600.0,35.0,13.9,0.2,1006.6
2013,9,29,3,292.0,1600.0,45.0,14.4,0.0,1006.9
2013,9,29,4,283.0,1300.0,39.0,14.6,0.0,1007.5
2013,9,29,5,277.0,1500.0,46.0,14.6,0.0,1008.3
2013,9,29,6,248.0,1900.0,10.0,15.1,0.0,1009.2
2013,9,29,7,283.0,1800.0,6.0,16.2,0.5,1010.0
2013,9,29,8,278.0,1900.0,7.0,16.6,0.0,1010.8
2013,9,29,9,248.0,2000.0,3.0,17.3,0.4,1011.4
2013,9,29,10,265.0,1800.0,7.0,17.4,0.0,1011.4
2013,9,29,11,265.0,1900.0,9.0,17.7,0.1,1011.2
2013,9,29,12,197.0,1900.0,9.0,18.7,0.1,1010.8
2013,9,29,13,129.0,1800.0,20.0,19.7,1.7,1010.4
2013,9,29,14,129.0,1700.0,40.0,19.9,0.1,1010.3
2013,9,29,15,202.0,1600.0,54.0,19.7,0.9,1010.3
2013,9,29,16,129.0,1700.0,77.0,19.4,0.0,1010.3
2013,9,29,17,136.0,1600.0,73.0,18.7,0.0,1010.5
2013,9,29,18,136.0,1800.0,45.0,18.3,0.0,1010.9
2013,9,29,19,152.0,1800.0,19.0,18.4,0.0,1011.8
2013,9,29,20,152.0,1800.0,19.0,18.1,0.0,1012.1
2013,9,29,21,158.0,2100.0,4.0,18.0,0.0,1012.1
2013,9,29,22,149.0,2100.0,2.0,17.9,0.1,1012.1
2013,9,29,23,190.0,2100.0,2.0,17.8,0.0,1012.1
2013,9,30,0,173.0,2200.0,1.0,17.7,0.0,1012.0
2013,9,30,1,160.0,2200.0,1.0,17.1,0.0,1011.7
2013,9,30,2,152.0,2000.0,1.0,16.9,0.0,1011.5
2013,9,30,3,144.0,2100.0,1.0,17.0,0.0,1011.5
2013,9,30,4,140.0,2100.0,1.0,17.2,0.0,1011.7
2013,9,30,5,143.0,1900.0,1.0,17.2,0.5,1011.9
2013,9,30,6,168.0,1900.0,1.0,17.4,0.2,1012.1
2013,9,30,7,157.0,2300.0,2.0,17.8,0.0,1012.3
2013,9,30,8,186.0,2000.0,1.0,18.2,0.5,1012.6
2013,9,30,9,175.0,1800.0,1.0,18.8,0.0,1012.4
2013,9,30,10,161.0,1700.0,2.0,19.3,1.3,1012.2
2013,9,30,11,173.0,1800.0,4.0,19.7,1.0,1011.8
2013,9,30,12,240.0,1700.0,39.0,20.3,1.0,1010.8
2013,9,30,13,233.0,1700.0,49.0,20.7,0.6,1010.2
2013,9,30,14,229.0,1700.0,64.0,20.8,1.9,1009.7
2013,9,30,15,209.0,1700.0,88.0,20.3,0.2,1009.6
2013,9,30,16,229.0,1700.0,64.0,19.7,0.0,1009.6
2013,9,30,17,212.0,1600.0,57.0,18.9,0.0,1009.7
2013,9,30,18,207.0,2200.0,30.0,18.2,0.1,1009.8
2013,9,30,19,269.0,2400.0,21.0,17.7,0.0,1010.1
2013,9,30,20,269.0,2700.0,7.0,17.3,0.0,1010.3
2013,9,30,21,279.0,2700.0,4.0,17.0,0.0,1010.2
2013,9,30,22,247.0,2900.0,3.0,17.3,0.0,1009.9
2013,9,30,23,257.0,2400.0,2.0,17.4,0.0,1009.4
2013,10,1,0,245.0,2400.0,2.0,17.5,0.2,1009.0
2013,10,1,1,243.0,2000.0,2.0,17.6,0.1,1008.6
2013,10,1,2,233.0,1700.0,1.0,17.6,0.1,1008.4
2013,10,1,3,230.0,1200.0,1.0,17.6,0.2,1007.8
2013,10,1,4,221.0,1300.0,1.0,17.5,0.0,1008.1
2013,10,1,5,206.0,1700.0,1.0,17.5,0.0,1007.6
2013,10,1,6,194.0,1700.0,1.0,17.4,0.8,1007.7
2013,10,1,7,191.0,1800.0,1.0,17.6,0.6,1008.6
2013,10,1,8,174.0,1700.0,2.0,17.2,0.6,1008.8
2013,10,1,9,174.0,1700.0,2.0,17.1,0.0,1009.4
2013,10,1,10,91.0,1300.0,8.0,17.5,0.5,1009.5
2013,10,1,11,70.0,1133.3333333333333,5.7834,18.5,0.7,1009.1
2013,10,1,12,63.0,966.6666666666667,13.2804,20.4,0.9,1008.1
2013,10,1,13,45.0,800.0,40.0,22.3,0.8,1007.7
2013,10,1,14,39.0,875.0,60.4044,22.9,0.7,1007.8
2013,10,1,15,19.0,950.0,72.3996,22.3,0.1,1008.4
2013,10,1,16,9.0,1025.0,73.4706,22.7,0.2,1008.8
2013,10,1,17,13.0,1100.0,72.828,19.1,0.4,1009.5
2013,10,1,18,13.0,1175.0,60.6186,16.7,0.9,1010.4
2013,10,1,19,32.0,1250.0,13.2804,15.7,0.6,1011.6
2013,10,1,20,49.0,1325.0,4.7124,15.2,0.2,1012.4
2013,10,1,21,56.0,1400.0,2.0,14.7,0.8,1013.3
2013,10,1,22,55.0,1200.0,1.0,14.5,0.5,1013.8
2013,10,1,23,40.0,800.0,1.0,14.0,0.0,1014.3
2013,10,2,0,37.0,800.0,1.0,13.3,0.2,1014.4
2013,10,2,1,31.0,800.0,1.0,12.4,0.0,1014.6
2013,10,2,2,23.0,900.0,2.0,10.7,0.8,1014.8
2013,10,2,3,20.0,500.0,19.0,15.4,2.1,1015.0
2013,10,2,4,5.0,200.0,55.0,16.6,2.0,1015.2
2013,10,2,5,4.0,200.0,58.0,15.5,0.9,1015.6
2013,10,2,6,6.0,300.0,54.0,15.4,0.9,1016.0
2013,10,2,7,3.0,300.0,53.0,17.4,1.6,1016.4
2013,10,2,8,4.0,300.0,47.0,19.1,1.7,1016.5
2013,10,2,9,3.0,300.0,52.0,19.8,1.2,1016.2
2013,10,2,10,7.0,300.0,50.0,21.2,0.8,1015.6
2013,10,2,11,11.0,300.0,53.0,21.9,1.0,1014.5
2013,10,2,12,10.0,300.0,60.0,22.7,1.3,1013.3
2013,10,2,13,12.0,300.0,62.0,24.0,1.3,1012.3
2013,10,2,14,3.0,300.0,72.0,24.1,0.8,1011.8
2013,10,2,15,12.0,300.0,89.0,23.1,1.7,1011.2
2013,10,2,16,12.0,300.0,104.0,21.9,1.3,1010.5
2013,10,2,17,17.0,400.0,81.0,19.5,1.1,1010.2
2013,10,2,18,19.0,500.0,72.0,17.3,0.0,1010.2
2013,10,2,19,19.0,500.0,52.0,16.5,0.7,1010.5
2013,10,2,20,27.0,600.0,26.0,15.6,0.9,1010.8
2013,10,2,21,30.0,700.0,13.0,13.9,0.4,1010.5
2013,10,2,22,44.0,800.0,4.0,12.5,0.0,1010.5
2013,10,2,23,38.0,700.0,2.0,11.5,0.0,1010.3
2013,10,3,0,34.0,900.0,2.0,10.8,0.0,1010.8
2013,10,3,1,26.0,1000.0,2.0,10.7,0.5,1010.7
2013,10,3,2,21.0,600.0,1.0,10.4,0.1,1010.5
2013,10,3,3,27.0,600.0,1.0,10.9,0.5,1010.5
2013,10,3,4,27.0,400.0,7.0,10.3,0.0,1010.7
2013,10,3,5,23.0,500.0,8.0,9.3,0.1,1011.1
2013,10,3,6,25.0,600.0,1.0,9.6,0.8,1012.2
2013,10,3,7,28.0,700.0,1.0,14.3,0.8,1012.8
2013,10,3,8,34.0,700.0,5.0,16.0,1.0,1013.3
2013,10,3,9,51.0,1300.0,18.0,17.1,1.3,1013.0
2013,10,3,10,53.0,1600.0,21.0,18.6,1.1,1012.3
2013,10,3,11,74.0,2300.0,29.0,19.3,1.8,1011.7
2013,10,3,12,99.0,2800.0,44.0,20.5,0.9,1010.7
2013,10,3,13,111.0,2900.0,66.0,21.7,1.3,1009.6
2013,10,3,14,119.0,3000.0,87.0,21.4,1.0,1009.1
2013,10,3,15,119.0,2900.0,94.0,21.5,1.0,1008.7
2013,10,3,16,108.0,2400.0,105.0,20.4,0.0,1008.2
2013,10,3,17,105.0,2100.0,103.0,17.6,0.0,1008.0
2013,10,3,18,123.0,2300.0,81.0,16.1,0.0,1008.5
2013,10,3,19,118.0,2700.0,37.0,15.4,0.0,1009.1
2013,10,3,20,137.0,2900.0,6.0,14.8,0.0,1009.3
2013,10,3,21,158.0,3000.0,3.0,14.4,0.0,1009.3
2013,10,3,22,146.0,2800.0,2.0,14.5,0.0,1009.0
2013,10,3,23,168.0,2800.0,2.0,15.4,0.1,1008.5
2013,10,4,0,136.0,2100.0,2.0,15.5,0.1,1008.2
2013,10,4,1,45.0,900.0,19.0,15.2,0.0,1007.8
2013,10,4,2,43.0,1000.0,21.0,15.0,0.4,1007.3
2013,10,4,3,41.0,800.0,4.0,15.0,0.1,1006.9
2013,10,4,4,32.0,900.0,5.0,14.2,0.1,1006.6
2013,10,4,5,43.0,1200.0,2.0,12.9,0.0,1006.6
2013,10,4,6,50.0,1100.0,1.0,13.3,0.0,1006.8
2013,10,4,7,52.0,1300.0,1.0,14.6,0.0,1007.4
2013,10,4,8,86.0,1400.0,9.0,16.7,1.1,1007.4
2013,10,4,9,89.0,1500.0,20.0,18.0,0.8,1007.3
2013,10,4,10,109.0,1600.0,41.0,19.1,0.7,1006.8
2013,10,4,11,97.0,1600.0,56.0,20.4,1.0,1006.1
2013,10,4,12,105.0,1900.0,66.0,21.5,1.0,1005.4
2013,10,4,13,137.0,2100.0,78.0,21.9,1.2,1004.7
2013,10,4,14,144.0,2200.0,85.0,21.7,0.9,1004.6
2013,10,4,15,154.0,2200.0,111.0,21.7,0.8,1004.4
2013,10,4,16,160.0,2000.0,128.0,20.7,0.4,1004.4
2013,10,4,17,170.0,2100.0,138.0,18.9,0.0,1004.9
2013,10,4,18,154.0,2300.0,115.0,17.4,0.0,1005.5
2013,10,4,19,192.0,2500.0,73.0,16.4,0.2,1006.2
2013,10,4,20,212.0,3100.0,4.0,16.0,0.0,1007.1
2013,10,4,21,204.0,2800.0,1.0,15.5,0.0,1007.5
2013,10,4,22,215.0,3100.0,2.0,15.1,0.0,1007.8
2013,10,4,23,218.0,3000.0,2.0,14.9,0.0,1008.0
2013,10,5,0,231.0,3000.0,2.0,14.6,0.0,1008.4
2013,10,5,1,207.0,2600.0,2.0,14.2,0.0,1008.7
2013,10,5,2,237.0,2500.0,1.0,14.0,0.0,1008.6
2013,10,5,3,236.0,2500.0,1.0,13.9,0.1,1009.1
2013,10,5,4,256.0,2500.0,2.0,13.7,0.1,1009.5
2013,10,5,5,273.0,2500.0,3.0,13.5,0.0,1010.1
2013,10,5,6,274.0,2600.0,2.0,13.4,0.0,1010.7
2013,10,5,7,301.0,2400.0,3.0,14.6,0.0,1011.5
2013,10,5,8,295.0,2500.0,4.0,16.3,0.0,1012.5
2013,10,5,9,271.0,2500.0,11.0,18.6,1.0,1012.9
2013,10,5,10,322.0,2400.0,23.0,20.1,0.6,1012.8
2013,10,5,11,295.0,2200.0,63.0,21.1,1.2,1012.5
2013,10,5,12,268.0,2200.0,83.0,21.4,1.1,1012.0
2013,10,5,13,279.0,2200.0,101.0,22.7,0.1,1011.7
2013,10,5,14,304.0,2400.0,103.0,22.7,0.8,1011.9
2013,10,5,15,304.0,2400.0,124.0,22.6,0.0,1012.1
2013,10,5,16,354.0,2000.0,148.0,21.2,0.0,1012.3
2013,10,5,17,304.0,1800.0,156.0,18.9,0.1,1012.8
2013,10,5,18,268.0,2100.0,115.0,17.3,0.0,1013.5
2013,10,5,19,347.0,3200.0,16.0,16.5,0.6,1014.4
2013,10,5,20,353.0,3200.0,4.0,16.2,0.8,1014.9
2013,10,5,21,372.0,3500.0,3.0,15.8,0.0,1015.6
2013,10,5,22,376.0,3100.0,2.0,15.1,0.0,1015.7
2013,10,5,23,365.0,2700.0,1.0,14.6,0.0,1015.8
2013,10,6,0,334.0,2600.0,1.0,14.2,0.0,1015.7
2013,10,6,1,354.0,2500.0,2.0,13.9,0.0,1015.6
2013,10,6,2,327.0,2400.0,1.7136,13.5,0.0,1015.1
2013,10,6,3,323.0,2300.0,1.0,13.3,0.0,1015.2
2013,10,6,4,308.0,2200.0,1.0,13.0,0.1,1015.5
2013,10,6,5,281.0,2000.0,1.0,12.9,0.0,1015.9
2013,10,6,6,269.0,2200.0,2.0,13.3,0.0,1016.2
2013,10,6,7,270.0,2300.0,1.0,14.8,0.5,1016.6
2013,10,6,8,254.0,2200.0,2.0,16.0,0.7,1016.8
2013,10,6,9,228.0,2200.0,5.0,17.3,0.9,1017.0
2013,10,6,10,218.0,2400.0,17.0,18.8,0.4,1016.4
2013,10,6,11,208.0,2400.0,42.0,19.8,0.9,1015.8
2013,10,6,12,181.0,2500.0,52.0,20.4,1.7,1014.7
2013,10,6,13,207.0,2900.0,41.0,20.2,1.7,1014.3
2013,10,6,14,146.0,2300.0,50.0,20.4,1.2,1013.7
2013,10,6,15,142.0,2300.0,55.0,20.4,0.6,1012.8
2013,10,6,16,157.0,2400.0,70.0,19.6,0.0,1012.4
2013,10,6,17,157.0,2200.0,83.0,18.1,0.8,1012.9
2013,10,6,18,170.0,2300.0,65.0,16.7,0.0,1013.1
2013,10,6,19,181.0,2600.0,29.0,15.9,0.0,1013.5
2013,10,6,20,167.0,3100.0,4.0,15.4,0.0,1013.6
2013,10,6,21,180.0,2700.0,1.0,15.1,0.0,1013.7
2013,10,6,22,172.0,2800.0,2.0,14.9,0.0,1013.6
2013,10,6,23,188.0,2900.0,2.0,14.8,0.1,1013.5
2013,10,7,0,180.0,2500.0,2.0,14.8,0.1,1013.5
2013,10,7,1,170.0,2100.0,7.0,14.5,0.0,1013.5
2013,10,7,2,175.0,2100.0,9.0,14.4,0.4,1013.1
2013,10,7,3,170.0,1400.0,16.0,14.2,0.0,1013.2
2013,10,7,4,167.0,1300.0,18.0,13.9,0.2,1013.8
2013,10,7,5,164.0,1900.0,22.0,13.8,0.8,1014.1
2013,10,7,6,169.0,2400.0,2.0,13.8,0.0,1014.5
2013,10,7,7,171.0,2100.0,6.0,15.8,0.7,1015.5
2013,10,7,8,179.0,2200.0,5.0,19.2,1.0,1015.9
2013,10,7,9,179.0,1600.0,26.0,21.7,1.3,1016.1
2013,10,7,10,51.0,800.0,34.0,23.1,1.4,1016.0
2013,10,7,11,41.0,600.0,53.0,23.9,2.1,1015.6
2013,10,7,12,26.0,500.0,64.0,24.8,2.9,1014.8
2013,10,7,13,26.0,400.0,69.0,25.6,1.6,1013.9
2013,10,7,14,16.0,400.0,73.0,25.9,0.9,1013.9
2013,10,7,15,22.0,300.0,76.0,25.1,1.0,1013.9
2013,10,7,16,21.0,400.0,73.0,23.3,0.6,1014.0
2013,10,7,17,24.0,500.0,68.0,19.6,0.1,1014.3
2013,10,7,18,21.0,700.0,40.0,19.1,0.0,1014.8
2013,10,7,19,38.0,1100.0,10.0,18.7,0.0,1014.7
2013,10,7,20,47.0,1300.0,4.0,18.9,0.8,1015.6
2013,10,7,21,44.0,1000.0,3.0,19.3,0.7,1017.1
2013,10,7,22,29.0,900.0,2.0,18.9,0.1,1016.9
2013,10,7,23,108.0,1800.0,10.0,18.1,0.0,1016.7
2013,10,8,0,108.0,1600.0,22.0,17.2,0.2,1016.6
2013,10,8,1,114.0,1700.0,18.0,17.0,0.8,1016.2
2013,10,8,2,70.0,1100.0,3.0,16.6,0.0,1015.6
2013,10,8,3,46.0,700.0,21.0,16.3,0.0,1015.5
2013,10,8,4,46.0,700.0,15.0,14.6,0.0,1015.5
2013,10,8,5,36.0,700.0,11.0,14.1,0.2,1015.9
2013,10,8,6,38.0,800.0,3.0,14.0,0.0,1015.9
2013,10,8,7,43.0,1000.0,1.0,16.4,0.4,1015.8
2013,10,8,8,49.0,800.0,3.0,17.9,1.5,1015.9
2013,10,8,9,48.0,900.0,17.0,18.8,0.9,1015.2
2013,10,8,10,45.0,1200.0,32.0,19.1,1.3,1014.3
2013,10,8,11,48.0,1600.0,42.0,20.5,1.9,1012.9
2013,10,8,12,53.0,1400.0,48.0,20.8,1.9,1011.4
2013,10,8,13,16.0,1100.0,58.0,21.8,1.7,1010.0
2013,10,8,14,33.0,900.0,72.0,21.8,0.8,1009.1
2013,10,8,15,46.0,900.0,80.0,21.4,2.2,1008.2
2013,10,8,16,46.0,1000.0,89.0,20.3,1.5,1007.6
2013,10,8,17,74.0,1100.0,89.0,18.9,0.5,1007.3
2013,10,8,18,86.0,1200.0,76.0,17.7,0.6,1006.9
2013,10,8,19,97.0,1100.0,48.0,16.5,0.5,1007.2
2013,10,8,20,111.0,1300.0,22.0,15.8,0.5,1007.2
2013,10,8,21,123.0,1300.0,14.0,14.9,0.5,1007.0
2013,10,8,22,130.0,1400.0,1.0,14.3,0.0,1006.4
2013,10,8,23,131.0,1500.0,1.0,13.9,0.0,1006.2
2013,10,9,0,140.0,1600.0,1.0,13.3,0.0,1005.9
2013,10,9,1,127.0,1200.0,1.0,13.0,0.0,1005.6
2013,10,9,2,102.0,1100.0,1.0,12.5,0.0,1004.8
2013,10,9,3,100.0,1300.0,1.0,12.0,0.1,1004.6
2013,10,9,4,103.0,1300.0,1.0,11.7,0.2,1004.8
2013,10,9,5,91.0,1300.0,1.0,11.4,0.0,1005.0
2013,10,9,6,94.0,1400.0,1.0,11.6,0.0,1005.1
2013,10,9,7,97.0,1600.0,1.0,12.9,0.6,1005.6
2013,10,9,8,102.0,1800.0,1.0,13.8,0.0,1005.4
2013,10,9,9,106.0,1900.0,1.0,15.1,0.7,1005.1
2013,10,9,10,99.0,1800.0,4.0,15.9,1.1,1004.4
2013,10,9,11,99.0,1700.0,6.0,17.0,2.2,1003.6
2013,10,9,12,117.0,1600.0,10.0,18.0,1.9,1002.7
2013,10,9,13,124.0,1500.0,18.0,18.7,0.4,1001.9
2013,10,9,14,133.0,1500.0,30.0,19.5,0.5,1001.7
2013,10,9,15,155.0,1600.0,27.0,19.2,0.0,1001.6
2013,10,9,16,168.0,1800.0,15.0,18.4,0.1,1001.3
2013,10,9,17,173.0,1900.0,7.0,17.0,0.0,1001.4
2013,10,9,18,173.0,2000.0,3.0,15.8,0.0,1001.7
2013,10,9,19,178.0,2200.0,2.0,15.2,0.0,1001.7
2013,10,9,20,178.0,2100.0,2.0,14.9,0.1,1001.4
2013,10,9,21,189.0,2300.0,2.0,14.7,0.4,1001.0
2013,10,9,22,197.0,2300.0,2.0,14.6,1.8,1001.5
2013,10,9,23,192.0,2200.0,2.0,16.0,0.7,1001.9
2013,10,10,0,203.0,1800.0,1.0,16.2,2.2,1000.3
2013,10,10,1,170.0,1700.0,3.0,14.7,0.6,999.6
2013,10,10,2,196.0,1600.0,3.0,14.1,0.0,999.3
2013,10,10,3,170.0,1300.0,1.0,13.7,0.2,998.9
2013,10,10,4,195.0,1300.0,2.0,13.6,0.0,999.6
2013,10,10,5,205.0,1800.0,7.0,13.6,0.5,999.8
2013,10,10,6,181.0,1600.0,22.0,13.8,0.0,1000.1
2013,10,10,7,176.0,2000.0,8.0,16.9,1.6,1001.1
2013,10,10,8,176.0,1350.0,3.4272,19.8,1.7,1002.5
2013,10,10,9,85.0,700.0,22.0,20.4,2.0,1003.3
2013,10,10,10,22.0,300.0,31.0,20.6,4.2,1003.6
2013,10,10,11,16.0,200.0,36.0,20.0,5.5,1004.2
2013,10,10,12,16.0,200.0,39.0,20.7,3.8,1004.4
2013,10,10,13,16.0,200.0,39.0,20.0,3.1,1005.1
2013,10,10,14,10.0,200.0,40.0,20.5,1.4,1005.7
2013,10,10,15,12.0,200.0,40.0,20.1,3.7,1005.7
2013,10,10,16,7.0,200.0,42.0,18.9,2.4,1006.2
2013,10,10,17,10.0,200.0,41.0,17.9,1.3,1007.3
2013,10,10,18,7.0,200.0,39.0,17.4,0.6,1007.6
2013,10,10,19,7.0,200.0,42.0,15.6,1.4,1007.7
2013,10,10,20,3.0,200.0,39.0,16.8,0.7,1007.7
2013,10,10,21,6.0,200.0,42.0,15.8,0.7,1007.9
2013,10,10,22,3.0,200.0,40.0,15.9,0.9,1008.0
2013,10,10,23,16.0,700.0,21.0,13.0,0.0,1007.6
2013,10,11,0,39.0,1300.0,4.0,11.0,0.4,1007.6
2013,10,11,1,50.0,1500.0,3.0,9.8,0.0,1007.8
2013,10,11,2,39.0,1100.0,2.0,9.4,0.0,1007.7
2013,10,11,3,29.0,700.0,1.0,9.5,0.7,1007.7
2013,10,11,4,22.0,500.0,1.0,9.2,0.0,1008.2
2013,10,11,5,18.0,400.0,1.0,8.3,0.0,1008.3
2013,10,11,6,22.0,600.0,1.0,8.2,0.0,1008.6
2013,10,11,7,32.0,800.0,1.0,12.4,0.1,1009.4
2013,10,11,8,30.0,1000.0,1.0,15.7,0.7,1009.6
2013,10,11,9,30.0,1300.0,2.0,17.6,1.2,1009.1
2013,10,11,10,46.0,1100.0,2.0,20.0,0.8,1008.3
2013,10,11,11,38.0,700.0,18.0,21.1,1.3,1007.3
2013,10,11,12,32.0,500.0,30.0,22.0,1.6,1006.3
2013,10,11,13,37.0,500.0,38.0,22.5,1.3,1005.5
2013,10,11,14,43.0,500.0,43.0,22.9,0.7,1005.2
2013,10,11,15,38.0,600.0,43.0,22.5,1.4,1005.2
2013,10,11,16,44.0,500.0,48.0,20.8,0.2,1005.2
2013,10,11,17,60.0,600.0,51.0,18.2,0.0,1005.9
2013,10,11,18,88.0,900.0,34.0,15.9,0.0,1006.7
2013,10,11,19,119.0,1900.0,9.0,14.4,0.1,1007.5
2013,10,11,20,141.0,2400.0,4.0,13.3,0.0,1008.3
2013,10,11,21,138.0,2200.0,4.0,12.4,0.4,1009.0
2013,10,11,22,103.0,1600.0,2.0,11.8,0.6,1009.6
2013,10,11,23,69.0,1000.0,2.0,11.2,0.2,1009.8
2013,10,12,0,77.0,1200.0,1.0,10.8,0.0,1010.0
2013,10,12,1,78.0,1300.0,1.0,10.2,0.0,1010.1
2013,10,12,2,80.0,1200.0,2.0,9.8,0.0,1010.0
2013,10,12,3,89.0,1300.0,1.0,9.4,0.0,1010.4
2013,10,12,4,75.0,1000.0,1.0,9.1,0.0,1010.9
2013,10,12,5,75.0,950.0,1.0,8.7,0.1,1011.4
2013,10,12,6,72.0,900.0,1.0,9.7,0.5,1011.8
2013,10,12,7,62.0,900.0,1.0,12.0,0.2,1012.7
2013,10,12,8,63.0,1000.0,1.0,14.2,0.1,1012.8
2013,10,12,9,63.0,1100.0,1.0,17.9,1.0,1012.7
2013,10,12,10,67.0,1300.0,5.0,20.6,1.4,1012.0
2013,10,12,11,65.0,900.0,15.0,22.3,1.0,1011.3
2013,10,12,12,47.0,700.0,39.0,21.7,0.9,1010.4
2013,10,12,13,36.0,500.0,45.0,21.8,0.7,1009.4
2013,10,12,14,49.0,600.0,44.0,21.3,0.8,1009.0
2013,10,12,15,49.0,600.0,71.0,20.3,0.0,1008.4
2013,10,12,16,35.0,700.0,80.0,19.4,0.6,1008.9
2013,10,12,17,62.0,800.0,67.0,19.2,0.7,1009.1
2013,10,12,18,58.0,1000.0,38.0,18.5,0.0,1009.4
2013,10,12,19,73.0,1200.0,29.0,18.1,0.0,1009.9
2013,10,12,20,84.0,1600.0,6.0,17.4,0.4,1010.5
2013,10,12,21,89.0,1600.0,3.0,17.3,0.0,1010.6
2013,10,12,22,78.0,1400.0,3.0,17.4,0.1,1010.8
2013,10,12,23,76.0,1800.0,1.0,17.7,0.8,1010.7
2013,10,13,0,71.0,1200.0,1.071,16.9,0.0,1010.7
2013,10,13,1,68.0,1300.0,2.0,16.9,0.0,1010.6
2013,10,13,2,53.0,1300.0,5.0,16.6,1.0,1010.3
2013,10,13,3,35.0,500.0,4.0,16.4,1.2,1010.4
2013,10,13,4,36.0,700.0,45.0,15.9,0.0,1011.0
2013,10,13,5,35.0,900.0,66.0,15.5,0.2,1011.2
2013,10,13,6,32.0,600.0,78.0,15.4,0.0,1011.5
2013,10,13,7,39.0,700.0,67.0,15.1,0.0,1012.0
2013,10,13,8,41.0,800.0,53.0,15.4,0.7,1012.2
2013,10,13,9,39.0,800.0,42.0,15.2,0.6,1012.5
2013,10,13,10,37.0,800.0,21.0,15.2,0.6,1012.3
2013,10,13,11,37.0,800.0,29.0,15.8,0.5,1011.8
2013,10,13,12,40.0,800.0,35.0,16.1,0.5,1010.9
2013,10,13,13,44.0,700.0,42.0,16.0,0.4,1010.4
2013,10,13,14,43.0,700.0,61.0,16.0,0.5,1010.4
2013,10,13,15,43.0,700.0,52.0,15.9,0.0,1010.0
2013,10,13,16,56.0,800.0,40.0,15.6,0.5,1010.0
2013,10,13,17,59.0,900.0,26.0,14.9,0.2,1010.5
2013,10,13,18,68.0,1000.0,12.0,14.6,0.0,1010.9
2013,10,13,19,82.0,1300.0,1.0,14.3,0.4,1011.2
2013,10,13,20,93.0,1300.0,1.0,14.1,0.5,1011.6
2013,10,13,21,96.0,1200.0,1.0,14.1,0.0,1012.2
2013,10,13,22,94.0,1300.0,1.0,13.9,0.7,1012.2
2013,10,13,23,99.0,1300.0,1.0,13.6,0.0,1012.2
2013,10,14,0,78.0,1200.0,1.0,13.4,0.2,1012.2
2013,10,14,1,60.0,900.0,1.0,13.4,0.0,1012.4
2013,10,14,2,57.0,900.0,1.0,13.5,0.0,1012.8
2013,10,14,3,57.0,800.0,1.0,13.4,0.8,1013.2
2013,10,14,4,58.0,900.0,1.0,13.1,0.0,1013.6
2013,10,14,5,61.0,1000.0,1.0,12.8,0.0,1014.5
2013,10,14,6,61.0,1000.0,1.0,12.9,1.0,1015.5
2013,10,14,7,63.0,1300.0,1.0,14.1,0.4,1016.7
2013,10,14,8,67.0,1500.0,2.0,14.8,0.7,1017.8
2013,10,14,9,45.0,900.0,2.0,15.6,2.0,1018.1
2013,10,14,10,19.0,600.0,17.0,15.4,2.1,1019.5
2013,10,14,11,9.0,300.0,36.0,15.2,2.8,1019.7
2013,10,14,12,7.0,300.0,46.0,15.6,1.4,1019.6
2013,10,14,13,6.0,300.0,48.0,15.7,0.9,1019.9
2013,10,14,14,14.0,300.0,45.0,15.3,1.6,1020.3
2013,10,14,15,8.0,300.0,45.0,14.7,1.0,1020.7
2013,10,14,16,7.0,300.0,38.0,13.5,1.3,1021.1
2013,10,14,17,13.0,400.0,33.0,11.1,0.4,1022.1
2013,10,14,18,14.0,500.0,20.0,9.5,0.7,1023.1
2013,10,14,19,18.0,700.0,5.0,8.2,0.0,1023.9
2013,10,14,20,28.0,1000.0,5.0,7.2,0.0,1024.9
2013,10,14,21,39.0,1400.0,4.4982,6.6,0.1,1025.4
2013,10,14,22,32.0,1100.0,3.0,5.8,0.0,1025.7
